Time(s) Residual_Strain
9.01780356e-02 1.65427613e-24
9.02180436e-02 2.01094013e-24
9.02580516e-02 2.35757184e-24
9.02980596e-02 2.69215529e-24
9.03380676e-02 3.01273511e-24
9.03780756e-02 3.31742789e-24
9.04180836e-02 3.60443324e-24
9.04580916e-02 3.87204436e-24
9.04980996e-02 4.11865816e-24
9.05381076e-02 4.34278479e-24
9.05781156e-02 4.54305662e-24
9.06181236e-02 4.71823650e-24
9.06581316e-02 4.86722534e-24
9.06981396e-02 4.98906892e-24
9.07381476e-02 5.08296393e-24
9.07781556e-02 5.14826315e-24
9.08181636e-02 5.18447974e-24
9.08581716e-02 5.19129069e-24
9.08981796e-02 5.16853928e-24
9.09381876e-02 5.11623670e-24
9.09781956e-02 5.03456259e-24
9.10182036e-02 4.92386475e-24
9.10582116e-02 4.78465777e-24
9.10982196e-02 4.61762084e-24
9.11382276e-02 4.42359448e-24
9.11782356e-02 4.20357642e-24
9.12182436e-02 3.95871653e-24
9.12582517e-02 3.69031090e-24
9.12982597e-02 3.39979501e-24
9.13382677e-02 3.08873612e-24
9.13782757e-02 2.75882488e-24
9.14182837e-02 2.41186616e-24
9.14582917e-02 2.04976924e-24
9.14982997e-02 1.67453733e-24
9.15383077e-02 1.28825655e-24
9.15783157e-02 8.93084355e-25
9.16183237e-02 4.91237530e-25
9.16583317e-02 8.49797886e-26
9.16983397e-02 -3.23390938e-25
9.17383477e-02 -7.31555462e-25
9.17783557e-02 -1.13718648e-24
9.18183637e-02 -1.53796178e-24
9.18583717e-02 -1.93157754e-24
9.18983797e-02 -2.31576151e-24
9.19383877e-02 -2.68828607e-24
9.19783957e-02 -3.04698115e-24
9.20184037e-02 -3.38974680e-24
9.20584117e-02 -3.71456543e-24
9.20984197e-02 -4.01951368e-24
9.21384277e-02 -4.30277372e-24
9.21784357e-02 -4.56264408e-24
9.22184437e-02 -4.79754976e-24
9.22584517e-02 -5.00605175e-24
9.22984597e-02 -5.18685577e-24
9.23384677e-02 -5.33882023e-24
9.23784757e-02 -5.46096333e-24
9.24184837e-02 -5.55246934e-24
9.24584917e-02 -5.61269385e-24
9.24984997e-02 -5.64116820e-24
9.25385077e-02 -5.63760281e-24
9.25785157e-02 -5.60188955e-24
9.26185237e-02 -5.53410312e-24
9.26585317e-02 -5.43450130e-24
9.26985397e-02 -5.30352428e-24
9.27385477e-02 -5.14179283e-24
9.27785557e-02 -4.95010551e-24
9.28185637e-02 -4.72943482e-24
9.28585717e-02 -4.48092237e-24
9.28985797e-02 -4.20587303e-24
9.29385877e-02 -3.90574816e-24
9.29785957e-02 -3.58215791e-24
9.30186037e-02 -3.23685264e-24
9.30586117e-02 -2.87171348e-24
9.30986197e-02 -2.48874217e-24
9.31386277e-02 -2.09005010e-24
9.31786357e-02 -1.67784675e-24
9.32186437e-02 -1.25442746e-24
9.32586517e-02 -8.22160691e-25
9.32986597e-02 -3.83474841e-25
9.33386677e-02 5.91553738e-26
9.33786757e-02 5.03222833e-25
9.34186837e-02 9.46202175e-25
9.34586917e-02 1.38556411e-24
9.34986997e-02 1.81878985e-24
9.35387077e-02 2.24338545e-24
9.35787157e-02 2.65689618e-24
9.36187237e-02 3.05692065e-24
9.36587317e-02 3.44112471e-24
9.36987397e-02 3.80725503e-24
9.37387477e-02 4.15315227e-24
9.37787558e-02 4.47676373e-24
9.38187638e-02 4.77615555e-24
9.38587718e-02 5.04952414e-24
9.38987798e-02 5.29520701e-24
9.39387878e-02 5.51169282e-24
9.39787958e-02 5.69763058e-24
9.40188038e-02 5.85183801e-24
9.40588118e-02 5.97330894e-24
9.40988198e-02 6.06121978e-24
9.41388278e-02 6.11493491e-24
9.41788358e-02 6.13401107e-24
9.42188438e-02 6.11820068e-24
9.42588518e-02 6.06745399e-24
9.42988598e-02 5.98192020e-24
9.43388678e-02 5.86194740e-24
9.43788758e-02 5.70808134e-24
9.44188838e-02 5.52106317e-24
9.44588918e-02 5.30182597e-24
9.44988998e-02 5.05149020e-24
9.45389078e-02 4.77135807e-24
9.45789158e-02 4.46290686e-24
9.46189238e-02 4.12778115e-24
9.46589318e-02 3.76778420e-24
9.46989398e-02 3.38486823e-24
9.47389478e-02 2.98112393e-24
9.47789558e-02 2.55876910e-24
9.48189638e-02 2.12013648e-24
9.48589718e-02 1.66766098e-24
9.48989798e-02 1.20386615e-24
9.49389878e-02 7.31350174e-25
9.49789958e-02 2.52771376e-25
9.50190038e-02 -2.29166718e-25
9.50590118e-02 -7.11730594e-25
9.50990198e-02 -1.19217221e-24
9.51390278e-02 -1.66774461e-24
9.51790358e-02 -2.13571757e-24
9.52190438e-02 -2.59339325e-24
9.52590518e-02 -3.03812167e-24
9.52990598e-02 -3.46731605e-24
9.53390678e-02 -3.87846776e-24
9.53790758e-02 -4.26916096e-24
9.54190838e-02 -4.63708674e-24
9.54590918e-02 -4.98005670e-24
9.54990998e-02 -5.29601591e-24
9.55391078e-02 -5.58305518e-24
9.55791158e-02 -5.83942248e-24
9.56191238e-02 -6.06353359e-24
9.56591318e-02 -6.25398180e-24
9.56991398e-02 -6.40954664e-24
9.57391478e-02 -6.52920156e-24
9.57791558e-02 -6.61212059e-24
9.58191638e-02 -6.65768385e-24
9.58591718e-02 -6.66548186e-24
9.58991798e-02 -6.63531879e-24
9.59391878e-02 -6.56721439e-24
9.59791958e-02 -6.46140474e-24
9.60192038e-02 -6.31834179e-24
9.60592118e-02 -6.13869164e-24
9.60992198e-02 -5.92333159e-24
9.61392278e-02 -5.67334602e-24
9.61792358e-02 -5.39002101e-24
9.62192438e-02 -5.07483781e-24
9.62592519e-02 -4.72946521e-24
9.62992599e-02 -4.35575077e-24
9.63392679e-02 -3.95571098e-24
9.63792759e-02 -3.53152050e-24
9.64192839e-02 -3.08550033e-24
9.64592919e-02 -2.62010522e-24
9.64992999e-02 -2.13791018e-24
9.65393079e-02 -1.64159631e-24
9.65793159e-02 -1.13393593e-24
9.66193239e-02 -6.17777159e-25
9.66593319e-02 -9.60279569e-26
9.66993399e-02 4.28360187e-25
9.67393479e-02 9.52408911e-25
9.67793559e-02 1.47312985e-24
9.68193639e-02 1.98754162e-24
9.68593719e-02 2.49268685e-24
9.68993799e-02 2.98564914e-24
9.69393879e-02 3.46356983e-24
9.69793959e-02 3.92366454e-24
9.70194039e-02 4.36323933e-24
9.70594119e-02 4.77970641e-24
9.70994199e-02 5.17059936e-24
9.71394279e-02 5.53358762e-24
9.71794359e-02 5.86649033e-24
9.72194439e-02 6.16728938e-24
9.72594519e-02 6.43414157e-24
9.72994599e-02 6.66538979e-24
9.73394679e-02 6.85957322e-24
9.73794759e-02 7.01543647e-24
9.74194839e-02 7.13193750e-24
9.74594919e-02 7.20825449e-24
9.74994999e-02 7.24379135e-24
9.75395079e-02 7.23818204e-24
9.75795159e-02 7.19129360e-24
9.76195239e-02 7.10322779e-24
9.76595319e-02 6.97432150e-24
9.76995399e-02 6.80514577e-24
9.77395479e-02 6.59650344e-24
9.77795559e-02 6.34942552e-24
9.78195639e-02 6.06516626e-24
9.78595719e-02 5.74519682e-24
9.78995799e-02 5.39119785e-24
9.79395879e-02 5.00505067e-24
9.79795959e-02 4.58882738e-24
9.80196039e-02 4.14477984e-24
9.80596119e-02 3.67532752e-24
9.80996199e-02 3.18304438e-24
9.81396279e-02 2.67064484e-24
9.81796359e-02 2.14096888e-24
9.82196439e-02 1.59696632e-24
9.82596519e-02 1.04168046e-24
9.82996599e-02 4.78231122e-25
9.83396679e-02 -9.02028292e-26
9.83796759e-02 -6.60401383e-25
9.84196839e-02 -1.22912156e-24
9.84596919e-02 -1.79311580e-24
9.84996999e-02 -2.34915048e-24
9.85397079e-02 -2.89402435e-24
9.85797159e-02 -3.42458698e-24
9.86197239e-02 -3.93775685e-24
9.86597319e-02 -4.43053925e-24
9.86997399e-02 -4.90004365e-24
9.87397479e-02 -5.34350062e-24
9.87797560e-02 -5.75827810e-24
9.88197640e-02 -6.14189694e-24
9.88597720e-02 -6.49204566e-24
9.88997800e-02 -6.80659429e-24
9.89397880e-02 -7.08360721e-24
9.89797960e-02 -7.32135504e-24
9.90198040e-02 -7.51832521e-24
9.90598120e-02 -7.67323158e-24
9.90998200e-02 -7.78502255e-24
9.91398280e-02 -7.85288811e-24
9.91798360e-02 -7.87626533e-24
9.92198440e-02 -7.85484262e-24
9.92598520e-02 -7.78856250e-24
9.92998600e-02 -7.67762292e-24
9.93398680e-02 -7.52247720e-24
9.93798760e-02 -7.32383243e-24
9.94198840e-02 -7.08264648e-24
9.94598920e-02 -6.80012354e-24
9.94999000e-02 -6.47770823e-24
9.95399080e-02 -6.11707837e-24
9.95799160e-02 -5.72013629e-24
9.96199240e-02 -5.28899894e-24
9.96599320e-02 -4.82598667e-24
9.96999400e-02 -4.33361080e-24
9.97399480e-02 -3.81456010e-24
9.97799560e-02 -3.27168614e-24
9.98199640e-02 -2.70798773e-24
9.98599720e-02 -2.12659440e-24
9.98999800e-02 -1.53074908e-24
9.99399880e-02 -9.23790055e-25
9.99799960e-02 -3.09132369e-25
1.00020004e-01 3.09751377e-25
1.00060012e-01 9.29350572e-25
1.00100020e-01 1.54613645e-24
1.00140028e-01 2.15658215e-24
1.00180036e-01 2.75718278e-24
1.00220044e-01 3.34447554e-24
1.00260052e-01 3.91505959e-24
1.00300060e-01 4.46561570e-24
1.00340068e-01 4.99292548e-24
1.00380076e-01 5.49389015e-24
1.00420084e-01 5.96554867e-24
1.00460092e-01 6.40509517e-24
1.00500100e-01 6.80989555e-24
1.00540108e-01 7.17750322e-24
1.00580116e-01 7.50567377e-24
1.00620124e-01 7.79237857e-24
1.00660132e-01 8.03581722e-24
1.00700140e-01 8.23442870e-24
1.00740148e-01 8.38690125e-24
1.00780156e-01 8.49218084e-24
1.00820164e-01 8.54947820e-24
1.00860172e-01 8.55827439e-24
1.00900180e-01 8.51832484e-24
1.00940188e-01 8.42966184e-24
1.00980196e-01 8.29259548e-24
1.01020204e-01 8.10771299e-24
1.01060212e-01 7.87587647e-24
1.01100220e-01 7.59821913e-24
1.01140228e-01 7.27613990e-24
1.01180236e-01 6.91129650e-24
1.01220244e-01 6.50559707e-24
1.01260252e-01 6.06119024e-24
1.01300260e-01 5.58045391e-24
1.01340268e-01 5.06598256e-24
1.01380276e-01 4.52057338e-24
1.01420284e-01 3.94721110e-24
1.01460292e-01 3.34905176e-24
1.01500300e-01 2.72940536e-24
1.01540308e-01 2.09171768e-24
1.01580316e-01 1.43955112e-24
1.01620324e-01 7.76564895e-25
1.01660332e-01 1.06494570e-25
1.01700340e-01 -5.66868946e-25
1.01740348e-01 -1.23970078e-24
1.01780356e-01 -1.90816374e-24
1.01820364e-01 -2.56843017e-24
1.01860372e-01 -3.21670378e-24
1.01900380e-01 -3.84924143e-24
1.01940388e-01 -4.46237465e-24
1.01980396e-01 -5.05253087e-24
1.02020404e-01 -5.61625419e-24
1.02060412e-01 -6.15022548e-24
1.02100420e-01 -6.65128191e-24
1.02140428e-01 -7.11643558e-24
1.02180436e-01 -7.54289125e-24
1.02220444e-01 -7.92806304e-24
1.02260452e-01 -8.26959004e-24
1.02300460e-01 -8.56535061e-24
1.02340468e-01 -8.81347549e-24
1.02380476e-01 -9.01235945e-24
1.02420484e-01 -9.16067148e-24
1.02460492e-01 -9.25736347e-24
1.02500500e-01 -9.30167737e-24
1.02540508e-01 -9.29315062e-24
1.02580516e-01 -9.23162000e-24
1.02620524e-01 -9.11722372e-24
1.02660532e-01 -8.95040192e-24
1.02700540e-01 -8.73189528e-24
1.02740548e-01 -8.46274207e-24
1.02780556e-01 -8.14427340e-24
1.02820564e-01 -7.77810680e-24
1.02860572e-01 -7.36613814e-24
1.02900580e-01 -6.91053200e-24
1.02940588e-01 -6.41371032e-24
1.02980596e-01 -5.87833970e-24
1.03020604e-01 -5.30731714e-24
1.03060612e-01 -4.70375447e-24
1.03100620e-01 -4.07096146e-24
1.03140628e-01 -3.41242778e-24
1.03180636e-01 -2.73180379e-24
1.03220644e-01 -2.03288039e-24
1.03260652e-01 -1.31956799e-24
1.03300660e-01 -5.95874702e-25
1.03340668e-01 1.34116145e-25
1.03380676e-01 8.66268947e-25
1.03420684e-01 1.59641920e-24
1.03460692e-01 2.32039711e-24
1.03500700e-01 3.03405137e-24
1.03540708e-01 3.73327286e-24
1.03580716e-01 4.41401824e-24
1.03620724e-01 5.07233331e-24
1.03660732e-01 5.70437582e-24
1.03700740e-01 6.30643791e-24
1.03740748e-01 6.87496771e-24
1.03780756e-01 7.40659027e-24
1.03820764e-01 7.89812744e-24
1.03860772e-01 8.34661683e-24
1.03900780e-01 8.74932956e-24
1.03940788e-01 9.10378669e-24
1.03980796e-01 9.40777443e-24
1.04020804e-01 9.65935777e-24
1.04060812e-01 9.85689263e-24
1.04100820e-01 9.99903642e-24
1.04140828e-01 1.00847569e-23
1.04180836e-01 1.01133392e-23
1.04220844e-01 1.00843915e-23
1.04260852e-01 9.99784810e-24
1.04300860e-01 9.85397136e-24
1.04340868e-01 9.65335155e-24
1.04380876e-01 9.39690470e-24
1.04420884e-01 9.08586872e-24
1.04460892e-01 8.72179763e-24
1.04500900e-01 8.30655400e-24
1.04540908e-01 7.84229949e-24
1.04580916e-01 7.33148384e-24
1.04620924e-01 6.77683196e-24
1.04660932e-01 6.18132956e-24
1.04700940e-01 5.54820716e-24
1.04740948e-01 4.88092267e-24
1.04780956e-01 4.18314256e-24
1.04820964e-01 3.45872183e-24
1.04860972e-01 2.71168279e-24
1.04900980e-01 1.94619279e-24
1.04940988e-01 1.16654105e-24
1.04980996e-01 3.77114701e-25
1.05021004e-01 -4.17625813e-25
1.05061012e-01 -1.21317188e-24
1.05101020e-01 -2.00499224e-24
1.05141028e-01 -2.78855866e-24
1.05181036e-01 -3.55937186e-24
1.05221044e-01 -4.31298717e-24
1.05261052e-01 -5.04504013e-24
1.05301060e-01 -5.75127172e-24
1.05341068e-01 -6.42755300e-24
1.05381076e-01 -7.06990918e-24
1.05421084e-01 -7.67454292e-24
1.05461092e-01 -8.23785667e-24
1.05501100e-01 -8.75647399e-24
1.05541108e-01 -9.22725963e-24
1.05581116e-01 -9.64733843e-24
1.05621124e-01 -1.00141127e-23
1.05661132e-01 -1.03252783e-23
1.05701140e-01 -1.05788386e-23
1.05741148e-01 -1.07731174e-23
1.05781156e-01 -1.09067697e-23
1.05821164e-01 -1.09787907e-23
1.05861172e-01 -1.09885228e-23
1.05901180e-01 -1.09356609e-23
1.05941188e-01 -1.08202552e-23
1.05981196e-01 -1.06427129e-23
1.06021204e-01 -1.04037969e-23
1.06061212e-01 -1.01046229e-23
1.06101220e-01 -9.74665451e-24
1.06141228e-01 -9.33169653e-24
1.06181236e-01 -8.86188566e-24
1.06221244e-01 -8.33967986e-24
1.06261252e-01 -7.76784559e-24
1.06301260e-01 -7.14944328e-24
1.06341268e-01 -6.48781105e-24
1.06381276e-01 -5.78654683e-24
1.06421284e-01 -5.04948883e-24
1.06461292e-01 -4.28069470e-24
1.06501300e-01 -3.48441925e-24
1.06541308e-01 -2.66509095e-24
1.06581316e-01 -1.82728747e-24
1.06621324e-01 -9.75710093e-25
1.06661332e-01 -1.15157489e-25
1.06701340e-01 7.49501292e-25
1.06741348e-01 1.61335427e-24
1.06781356e-01 2.47147438e-24
1.06821364e-01 3.31894747e-24
1.06861372e-01 4.15090036e-24
1.06901380e-01 4.96252883e-24
1.06941388e-01 5.74912523e-24
1.06981396e-01 6.50610572e-24
1.07021404e-01 7.22903688e-24
1.07061412e-01 7.91366161e-24
1.07101420e-01 8.55592407e-24
1.07141428e-01 9.15199364e-24
1.07181436e-01 9.69828762e-24
1.07221444e-01 1.01914927e-23
1.07261452e-01 1.06285848e-23
1.07301460e-01 1.10068476e-23
1.07341468e-01 1.13238893e-23
1.07381476e-01 1.15776573e-23
1.07421484e-01 1.17664515e-23
1.07461492e-01 1.18889354e-23
1.07501500e-01 1.19441450e-23
1.07541508e-01 1.19314959e-23
1.07581516e-01 1.18507883e-23
1.07621524e-01 1.17022091e-23
1.07661532e-01 1.14863334e-23
1.07701540e-01 1.12041217e-23
1.07741548e-01 1.08569167e-23
1.07781556e-01 1.04464369e-23
1.07821564e-01 9.97476825e-24
1.07861572e-01 9.44435396e-24
1.07901580e-01 8.85798180e-24
1.07941588e-01 8.21876969e-24
1.07981596e-01 7.53014923e-24
1.08021604e-01 6.79584738e-24
1.08061612e-01 6.01986646e-24
1.08101620e-01 5.20646234e-24
1.08141628e-01 4.36012132e-24
1.08181636e-01 3.48553537e-24
1.08221644e-01 2.58757629e-24
1.08261652e-01 1.67126862e-24
1.08301660e-01 7.41761645e-25
1.08341668e-01 -1.95699492e-25
1.08381676e-01 -1.13580328e-24
1.08421684e-01 -2.07320184e-24
1.08461692e-01 -3.00254129e-24
1.08501700e-01 -3.91849221e-24
1.08541708e-01 -4.81578013e-24
1.08581716e-01 -5.68921582e-24
1.08621724e-01 -6.53372520e-24
1.08661732e-01 -7.34437871e-24
1.08701740e-01 -8.11642002e-24
1.08741748e-01 -8.84529380e-24
1.08781756e-01 -9.52667253e-24
1.08821764e-01 -1.01564820e-23
1.08861772e-01 -1.07309258e-23
1.08901780e-01 -1.12465075e-23
1.08941788e-01 -1.17000526e-23
1.08981796e-01 -1.20887271e-23
1.09021804e-01 -1.24100557e-23
1.09061812e-01 -1.26619367e-23
1.09101820e-01 -1.28426562e-23
1.09141828e-01 -1.29508988e-23
1.09181836e-01 -1.29857569e-23
1.09221844e-01 -1.29467377e-23
1.09261852e-01 -1.28337675e-23
1.09301860e-01 -1.26471936e-23
1.09341868e-01 -1.23877845e-23
1.09381876e-01 -1.20567268e-23
1.09421884e-01 -1.16556203e-23
1.09461892e-01 -1.11864703e-23
1.09501900e-01 -1.06516782e-23
1.09541908e-01 -1.00540291e-23
1.09581916e-01 -9.39667762e-24
1.09621924e-01 -8.68313110e-24
1.09661932e-01 -7.91723144e-24
1.09701940e-01 -7.10313429e-24
1.09741948e-01 -6.24528667e-24
1.09781956e-01 -5.34840281e-24
1.09821964e-01 -4.41743835e-24
1.09861972e-01 -3.45756302e-24
1.09901980e-01 -2.47413209e-24
1.09941988e-01 -1.47265655e-24
1.09981996e-01 -4.58772340e-25
1.10022004e-01 5.61791282e-25
1.10062012e-01 1.58324402e-24
1.10102020e-01 2.59976730e-24
1.10142028e-01 3.60554731e-24
1.10182036e-01 4.59480817e-24
1.10222044e-01 5.56184501e-24
1.10262052e-01 6.50105677e-24
1.10302060e-01 7.40697851e-24
1.10342068e-01 8.27431315e-24
1.10382076e-01 9.09796231e-24
1.10422084e-01 9.87305618e-24
1.10462092e-01 1.05949822e-23
1.10502100e-01 1.12594123e-23
1.10542108e-01 1.18623288e-23
1.10582116e-01 1.24000487e-23
1.10622124e-01 1.28692456e-23
1.10662132e-01 1.32669705e-23
1.10702140e-01 1.35906698e-23
1.10742148e-01 1.38382019e-23
1.10782156e-01 1.40078503e-23
1.10822164e-01 1.40983360e-23
1.10862172e-01 1.41088259e-23
1.10902180e-01 1.40389394e-23
1.10942188e-01 1.38887527e-23
1.10982196e-01 1.36587999e-23
1.11022204e-01 1.33500720e-23
1.11062212e-01 1.29640129e-23
1.11102220e-01 1.25025130e-23
1.11142228e-01 1.19679004e-23
1.11182236e-01 1.13629292e-23
1.11222244e-01 1.06907657e-23
1.11262252e-01 9.95497168e-24
1.11302260e-01 9.15948601e-24
1.11342268e-01 8.30860356e-24
1.11382276e-01 7.40695217e-24
1.11422284e-01 6.45946760e-24
1.11462292e-01 5.47136666e-24
1.11502300e-01 4.44811856e-24
1.11542308e-01 3.39541478e-24
1.11582316e-01 2.31913750e-24
1.11622324e-01 1.22532685e-24
1.11662332e-01 1.20147125e-25
1.11702340e-01 -9.90147882e-25
1.11742348e-01 -2.09925015e-24
1.11782356e-01 -3.20083316e-24
1.11822364e-01 -4.28858789e-24
1.11862372e-01 -5.35625887e-24
1.11902380e-01 -6.39767999e-24
1.11942388e-01 -7.40681007e-24
1.11982396e-01 -8.37776775e-24
1.12022404e-01 -9.30486568e-24
1.12062412e-01 -1.01826437e-23
1.12102420e-01 -1.10059009e-23
1.12142428e-01 -1.17697262e-23
1.12182436e-01 -1.24695277e-23
1.12222444e-01 -1.31010600e-23
1.12262452e-01 -1.36604498e-23
1.12302460e-01 -1.41442192e-23
1.12342468e-01 -1.45493080e-23
1.12382476e-01 -1.48730915e-23
1.12422484e-01 -1.51133985e-23
1.12462492e-01 -1.52685244e-23
1.12502501e-01 -1.53372438e-23
1.12542509e-01 -1.53188184e-23
1.12582517e-01 -1.52130039e-23
1.12622525e-01 -1.50200532e-23
1.12662533e-01 -1.47407168e-23
1.12702541e-01 -1.43762404e-23
1.12742549e-01 -1.39283603e-23
1.12782557e-01 -1.33992950e-23
1.12822565e-01 -1.27917346e-23
1.12862573e-01 -1.21088275e-23
1.12902581e-01 -1.13541640e-23
1.12942589e-01 -1.05317580e-23
1.12982597e-01 -9.64602562e-24
1.13022605e-01 -8.70176142e-24
1.13062613e-01 -7.70411298e-24
1.13102621e-01 -6.65855276e-24
1.13142629e-01 -5.57084823e-24
1.13182637e-01 -4.44703022e-24
1.13222645e-01 -3.29335957e-24
1.13262653e-01 -2.11629236e-24
1.13302661e-01 -9.22443926e-25
1.13342669e-01 2.81448226e-25
1.13382677e-01 1.48856234e-24
1.13422685e-01 2.69203095e-24
1.13462693e-01 3.88497983e-24
1.13502701e-01 5.06056716e-24
1.13542709e-01 6.21202266e-24
1.13582717e-01 7.33268644e-24
1.13622725e-01 8.41604744e-24
1.13662733e-01 9.45578111e-24
1.13702741e-01 1.04457862e-23
1.13742749e-01 1.13802205e-23
1.13782757e-01 1.22535350e-23
1.13822765e-01 1.30605070e-23
1.13862773e-01 1.37962709e-23
1.13902781e-01 1.44563475e-23
1.13942789e-01 1.50366710e-23
1.13982797e-01 1.55336139e-23
1.14022805e-01 1.59440094e-23
1.14062813e-01 1.62651715e-23
1.14102821e-01 1.64949118e-23
1.14142829e-01 1.66315543e-23
1.14182837e-01 1.66739470e-23
1.14222845e-01 1.66214704e-23
1.14262853e-01 1.64740433e-23
1.14302861e-01 1.62321254e-23
1.14342869e-01 1.58967168e-23
1.14382877e-01 1.54693544e-23
1.14422885e-01 1.49521056e-23
1.14462893e-01 1.43475583e-23
1.14502901e-01 1.36588084e-23
1.14542909e-01 1.28894440e-23
1.14582917e-01 1.20435273e-23
1.14622925e-01 1.11255730e-23
1.14662933e-01 1.01405246e-23
1.14702941e-01 9.09372763e-24
1.14742949e-01 7.99090127e-24
1.14782957e-01 6.83810682e-24
1.14822965e-01 5.64171476e-24
1.14862973e-01 4.40836957e-24
1.14902981e-01 3.14495303e-24
1.14942989e-01 1.85854588e-24
1.14982997e-01 5.56388298e-25
1.15023005e-01 -7.54160725e-25
1.15063013e-01 -2.06566488e-24
1.15103021e-01 -3.37065260e-24
1.15143029e-01 -4.66165952e-24
1.15183037e-01 -5.93127101e-24
1.15223045e-01 -7.17216471e-24
1.15263053e-01 -8.37715255e-24
1.15303061e-01 -9.53922233e-24
1.15343069e-01 -1.06515784e-23
1.15383077e-01 -1.17076811e-23
1.15423085e-01 -1.27012853e-23
1.15463093e-01 -1.36264771e-23
1.15503101e-01 -1.44777088e-23
1.15543109e-01 -1.52498319e-23
1.15583117e-01 -1.59381283e-23
1.15623125e-01 -1.65383389e-23
1.15663133e-01 -1.70466893e-23
1.15703141e-01 -1.74599137e-23
1.15743149e-01 -1.77752756e-23
1.15783157e-01 -1.79905850e-23
1.15823165e-01 -1.81042136e-23
1.15863173e-01 -1.81151063e-23
1.15903181e-01 -1.80227889e-23
1.15943189e-01 -1.78273740e-23
1.15983197e-01 -1.75295621e-23
1.16023205e-01 -1.71306403e-23
1.16063213e-01 -1.66324769e-23
1.16103221e-01 -1.60375136e-23
1.16143229e-01 -1.53487535e-23
1.16183237e-01 -1.45697465e-23
1.16223245e-01 -1.37045711e-23
1.16263253e-01 -1.27578131e-23
1.16303261e-01 -1.17345420e-23
1.16343269e-01 -1.06402834e-23
1.16383277e-01 -9.48099005e-24
1.16423285e-01 -8.26300892e-24
1.16463293e-01 -6.99304709e-24
1.16503301e-01 -5.67813480e-24
1.16543309e-01 -4.32558668e-24
1.16583317e-01 -2.94296119e-24
1.16623325e-01 -1.53801853e-24
1.16663333e-01 -1.18677214e-25
1.16703341e-01 1.30703042e-24
1.16743349e-01 2.73100355e-24
1.16783357e-01 4.14511877e-24
1.16823365e-01 5.54127631e-24
1.16863373e-01 6.91144626e-24
1.16903381e-01 8.24771466e-24
1.16943389e-01 9.54232906e-24
1.16983397e-01 1.07877434e-23
1.17023405e-01 1.19766616e-23
1.17063413e-01 1.31020807e-23
1.17103421e-01 1.41573312e-23
1.17143429e-01 1.51361172e-23
1.17183437e-01 1.60325532e-23
1.17223445e-01 1.68411995e-23
1.17263453e-01 1.75570949e-23
1.17303461e-01 1.81757871e-23
1.17343469e-01 1.86933600e-23
1.17383477e-01 1.91064582e-23
1.17423485e-01 1.94123082e-23
1.17463493e-01 1.96087368e-23
1.17503501e-01 1.96941857e-23
1.17543509e-01 1.96677229e-23
1.17583517e-01 1.95290508e-23
1.17623525e-01 1.92785097e-23
1.17663533e-01 1.89170794e-23
1.17703541e-01 1.84463755e-23
1.17743549e-01 1.78686427e-23
1.17783557e-01 1.71867450e-23
1.17823565e-01 1.64041517e-23
1.17863573e-01 1.55249196e-23
1.17903581e-01 1.45536730e-23
1.17943589e-01 1.34955788e-23
1.17983597e-01 1.23563199e-23
1.18023605e-01 1.11420647e-23
1.18063613e-01 9.85943341e-24
1.18103621e-01 8.51546290e-24
1.18143629e-01 7.11756768e-24
1.18183637e-01 5.67349939e-24
1.18223645e-01 4.19130393e-24
1.18263653e-01 2.67927675e-24
1.18303661e-01 1.14591663e-24
1.18343669e-01 -4.00122025e-25
1.18383677e-01 -1.95007782e-24
1.18423685e-01 -3.49513191e-24
1.18463693e-01 -5.02645807e-24
1.18503701e-01 -6.53527289e-24
1.18543709e-01 -8.01288611e-24
1.18583717e-01 -9.45075044e-24
1.18623725e-01 -1.08405109e-23
1.18663733e-01 -1.21740532e-23
1.18703741e-01 -1.34435510e-23
1.18743749e-01 -1.46415116e-23
1.18783757e-01 -1.57608199e-23
1.18823765e-01 -1.67947808e-23
1.18863773e-01 -1.77371587e-23
1.18903781e-01 -1.85822150e-23
1.18943789e-01 -1.93247429e-23
1.18983797e-01 -1.99600990e-23
1.19023805e-01 -2.04842323e-23
1.19063813e-01 -2.08937094e-23
1.19103821e-01 -2.11857367e-23
1.19143829e-01 -2.13581789e-23
1.19183837e-01 -2.14095737e-23
1.19223845e-01 -2.13391428e-23
1.19263853e-01 -2.11467994e-23
1.19303861e-01 -2.08331510e-23
1.19343869e-01 -2.03994991e-23
1.19383877e-01 -1.98478344e-23
1.19423885e-01 -1.91808282e-23
1.19463893e-01 -1.84018201e-23
1.19503901e-01 -1.75148011e-23
1.19543909e-01 -1.65243943e-23
1.19583917e-01 -1.54358303e-23
1.19623925e-01 -1.42549203e-23
1.19663933e-01 -1.29880251e-23
1.19703941e-01 -1.16420213e-23
1.19743949e-01 -1.02242636e-23
1.19783957e-01 -8.74254543e-24
1.19823965e-01 -7.20505605e-24
1.19863973e-01 -5.62033532e-24
1.19903981e-01 -3.99722658e-24
1.19943989e-01 -2.34482746e-24
1.19983997e-01 -6.72438978e-25
1.20024005e-01 1.01048661e-24
1.20064013e-01 2.69439910e-24
1.20104021e-01 4.36970437e-24
1.20144029e-01 6.02681890e-24
1.20184037e-01 7.65622445e-24
1.20224045e-01 9.24852255e-24
1.20264053e-01 1.07944885e-23
1.20304061e-01 1.22851249e-23
1.20344069e-01 1.37117134e-23
1.20384077e-01 1.50658660e-23
